pid,timestamp,STEP#count#weekdays_morning,STEP#count#weekdays_afternoon,STEP#count#weekdays_evening,STEP#count#weekdays_night,STEP#count#weekends_morning,STEP#count#weekends_afternoon,STEP#count#weekends_evening,STEP#count#weekends_night
6,2021-10-12,,,2936.0,,,,,
6,2021-10-13,236.0,,,,,,,
6,2021-10-13,,357.0,,,,,,
6,2021-10-13,,,17.0,,,,,
6,2021-10-14,97.0,,,,,,,
6,2021-10-14,,457.0,,,,,,
6,2021-10-14,,,3204.0,,,,,
6,2021-10-15,86.0,,,,,,,
6,2021-10-15,,210.0,,,,,,
6,2021-10-15,,,976.0,,,,,
6,2021-10-16,,,,,280.0,,,
6,2021-10-16,,,,,,1902.0,,
6,2021-10-16,,,,,,,1144.0,
6,2021-10-16,,,,,,,,84.0
6,2021-10-17,,,,,,409.0,,
6,2021-10-17,,,,,,,,57.0
6,2021-10-19,162.0,,,,,,,
6,2021-10-19,,93.0,,,,,,
6,2021-10-19,,,26.0,,,,,
6,2021-10-20,68.0,,,,,,,
6,2021-10-20,,66.0,,,,,,
6,2021-10-20,,,883.0,,,,,
6,2021-10-21,175.0,,,,,,,
6,2021-10-21,,1178.0,,,,,,
6,2021-10-21,,,,432.0,,,,
6,2021-10-22,105.0,,,,,,,
6,2021-10-22,,313.0,,,,,,
6,2021-10-22,,,2015.0,,,,,
6,2021-10-23,,,,,1.0,,,
6,2021-10-23,,,,,,336.0,,
6,2021-10-23,,,,,,,299.0,
6,2021-10-23,,,,,,,,93.0
6,2021-10-24,,,,,,3718.0,,
6,2021-10-24,,,,,,,2.0,
6,2021-10-25,827.0,,,,,,,
6,2021-10-25,,749.0,,,,,,
6,2021-10-25,,,739.0,,,,,
6,2021-10-26,14.0,,,,,,,
6,2021-10-26,,1456.0,,,,,,
6,2021-10-27,306.0,,,,,,,
